"External ID","Code","Description"
"l10n_eu_nace.nace_47_78","47.78","Ostala trgovina na malo novom robom u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_79","47.79","Trgovina na malo rabljenom robom u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_8","47.8","Trgovina na malo na štandovima i tržnicama"
"l10n_eu_nace.nace_47_81","47.81","Trgovina na malo hranom, pićima i duhanskim proizvodima na štandovima i tržnicama"
"l10n_eu_nace.nace_47_82","47.82","Trgovina na malo tekstilom, odjećom i obućom na štandovima i tržnicama"
"l10n_eu_nace.nace_47_89","47.89","Trgovina na malo ostalom robom na štandovima i tržnicama"
"l10n_eu_nace.nace_47_9","47.9","Trgovina na malo izvan prodavaonica, štandova i tržnica"
"l10n_eu_nace.nace_47_91","47.91","Trgovina na malo preko pošte ili interneta"
"l10n_eu_nace.nace_47_99","47.99","Ostala trgovina na malo izvan prodavaonica, štandova i tržnica"
"l10n_eu_nace.nace_H","H","PRIJEVOZ I SKLADIŠTENJE"
"l10n_eu_nace.nace_49","49","Kopneni prijevoz i cjevovodni transport"
"l10n_eu_nace.nace_49_1","49.1","Željeznički prijevoz putnika, međugradski"
"l10n_eu_nace.nace_49_10","49.10","Željeznički prijevoz putnika, međugradski"
"l10n_eu_nace.nace_49_2","49.2","Željeznički prijevoz robe"
"l10n_eu_nace.nace_49_20","49.20","Željeznički prijevoz robe"
"l10n_eu_nace.nace_49_3","49.3","Ostali kopneni prijevoz putnika"
"l10n_eu_nace.nace_49_31","49.31","Gradski i prigradski kopneni prijevoz putnika"
"l10n_eu_nace.nace_49_32","49.32","Taksi služba"
"l10n_eu_nace.nace_49_39","49.39","Ostali kopneni prijevoz putnika, d. n."
"l10n_eu_nace.nace_49_4","49.4","Cestovni prijevoz robe i usluge preseljenja"
"l10n_eu_nace.nace_49_41","49.41","Cestovni prijevoz robe"
"l10n_eu_nace.nace_49_42","49.42","Usluge preseljenja"
"l10n_eu_nace.nace_49_5","49.5","Cjevovodni transport"
"l10n_eu_nace.nace_49_50","49.50","Cjevovodni transport"
"l10n_eu_nace.nace_50","50","Vodeni prijevoz"
"l10n_eu_nace.nace_50_1","50.1","Pomorski i obalni prijevoz putnika"
"l10n_eu_nace.nace_50_10","50.10","Pomorski i obalni prijevoz putnika"
"l10n_eu_nace.nace_50_2","50.2","Pomorski i obalni prijevoz robe"
"l10n_eu_nace.nace_50_20","50.20","Pomorski i obalni prijevoz robe"
"l10n_eu_nace.nace_50_3","50.3","Prijevoz putnika unutrašnjim vodenim putovima"
"l10n_eu_nace.nace_50_30","50.30","Prijevoz putnika unutrašnjim vodenim putovima"
"l10n_eu_nace.nace_50_4","50.4","Prijevoz robe unutrašnjim vodenim putovima"
"l10n_eu_nace.nace_50_40","50.40","Prijevoz robe unutrašnjim vodenim putovima"
"l10n_eu_nace.nace_51","51","Zračni prijevoz"
"l10n_eu_nace.nace_51_1","51.1","Zračni prijevoz putnika"
"l10n_eu_nace.nace_51_10","51.10","Zračni prijevoz putnika"
"l10n_eu_nace.nace_51_2","51.2","Zračni prijevoz robe i svemirski prijevoz"
"l10n_eu_nace.nace_51_21","51.21","Zračni prijevoz robe"
"l10n_eu_nace.nace_51_22","51.22","Svemirski prijevoz"
"l10n_eu_nace.nace_52","52","Skladištenje i prateće djelatnosti u prijevozu"
"l10n_eu_nace.nace_52_1","52.1","Skladištenje robe"
"l10n_eu_nace.nace_52_10","52.10","Skladištenje robe"
"l10n_eu_nace.nace_52_2","52.2","Prateće djelatnosti u prijevozu"
"l10n_eu_nace.nace_52_21","52.21","Uslužne djelatnosti u vezi s kopnenim prijevozom"
"l10n_eu_nace.nace_52_22","52.22","Uslužne djelatnosti u vezi s vodenim prijevozom"
"l10n_eu_nace.nace_52_23","52.23","Uslužne djelatnosti u vezi sa zračnim prijevozom"
"l10n_eu_nace.nace_52_24","52.24","Prekrcaj tereta"
"l10n_eu_nace.nace_52_29","52.29","Ostale prateće djelatnosti u prijevozu"
"l10n_eu_nace.nace_53","53","Poštanske i kurirske djelatnosti"
"l10n_eu_nace.nace_53_1","53.1","Djelatnosti pružanja univerzalnih poštanskih usluga"
"l10n_eu_nace.nace_53_10","53.10","Djelatnosti pružanja univerzalnih poštanskih usluga"
"l10n_eu_nace.nace_53_2","53.2","Djelatnosti pružanja ostalih poštanskih i kurirskih usluga"
"l10n_eu_nace.nace_53_20","53.20","Djelatnosti pružanja ostalih poštanskih i kurirskih usluga"
"l10n_eu_nace.nace_I","I","DJELATNOSTI PRUŽANJA SMJEŠTAJA TE PRIPREME I USLUŽIVANJA HRANE "
"l10n_eu_nace.nace_55","55","Smještaj"
"l10n_eu_nace.nace_55_1","55.1","Hoteli i sličan smještaj"
"l10n_eu_nace.nace_55_10","55.10","Hoteli i sličan smještaj"
"l10n_eu_nace.nace_55_2","55.2","Odmarališta i slični objekti za kraći odmor"
"l10n_eu_nace.nace_55_20","55.20","Odmarališta i slični objekti za kraći odmor"
"l10n_eu_nace.nace_55_3","55.3","Kampovi i prostori za kampiranje"
"l10n_eu_nace.nace_55_30","55.30","Kampovi i prostori za kampiranje"
"l10n_eu_nace.nace_55_9","55.9","Ostali smještaj"
"l10n_eu_nace.nace_55_90","55.90","Ostali smještaj"
"l10n_eu_nace.nace_56","56","Djelatnosti pripreme i usluživanja hrane i pića"
"l10n_eu_nace.nace_56_1","56.1","Djelatnosti restorana i ostalih objekata za pripremu i usluživanje hrane"
"l10n_eu_nace.nace_56_10","56.10","Djelatnosti restorana i ostalih objekata za pripremu i usluživanje hrane"
"l10n_eu_nace.nace_56_2","56.2","Djelatnosti keteringa i ostale djelatnosti pripreme i usluživanja hrane"
"l10n_eu_nace.nace_56_21","56.21","Djelatnosti keteringa"
"l10n_eu_nace.nace_56_29","56.29","Ostale djelatnosti pripreme i usluživanja hrane"
"l10n_eu_nace.nace_56_3","56.3","Djelatnosti pripreme i usluživanja pića"
"l10n_eu_nace.nace_56_30","56.30","Djelatnosti pripreme i usluživanja pića"
"l10n_eu_nace.nace_J","J","INFORMACIJE I KOMUNIKACIJE"
"l10n_eu_nace.nace_58","58","Izdavačke djelatnosti"
"l10n_eu_nace.nace_58_1","58.1","Izdavanje knjiga, periodičnih publikacija i ostale izdavačke djelatnosti"
"l10n_eu_nace.nace_58_11","58.11","Izdavanje knjiga"
"l10n_eu_nace.nace_58_12","58.12","Izdavanje imenika i popisa korisničkih adresa"
"l10n_eu_nace.nace_58_13","58.13","Izdavanje novina"
"l10n_eu_nace.nace_58_14","58.14","Izdavanje časopisa i periodičnih publikacija"
"l10n_eu_nace.nace_58_19","58.19","Ostala izdavačka djelatnost"
"l10n_eu_nace.nace_58_2","58.2","Izdavanje softvera"
"l10n_eu_nace.nace_58_21","58.21","Izdavanje računalnih igara"
"l10n_eu_nace.nace_58_29","58.29","Izdavanje ostalog softvera"
"l10n_eu_nace.nace_59","59","Proizvodnja filmova, videofilmova i televizijskog programa, djelatnosti snimanja zvučnih zapisa i izdavanja glazbenih zapisa"
"l10n_eu_nace.nace_59_1","59.1","Proizvodnja i distribucija filmova, videofilmova i televizijskog programa"
"l10n_eu_nace.nace_59_11","59.11","Proizvodnja filmova, videofilmova i televizijskog programa"
"l10n_eu_nace.nace_59_12","59.12","Djelatnosti koje slijede nakon proizvodnje filmova, videofilmova i televizijskog programa"
"l10n_eu_nace.nace_59_13","59.13","Distribucija filmova, videofilmova i televizijskog programa"
"l10n_eu_nace.nace_59_14","59.14","Djelatnosti prikazivanja filmova"
"l10n_eu_nace.nace_59_2","59.2","Djelatnosti snimanja zvučnih zapisa i izdavanja glazbenih zapisa"
"l10n_eu_nace.nace_59_20","59.20","Djelatnosti snimanja zvučnih zapisa i izdavanja glazbenih zapisa"
"l10n_eu_nace.nace_60","60","Emitiranje programa"
"l10n_eu_nace.nace_60_1","60.1","Emitiranje radijskog programa"
"l10n_eu_nace.nace_60_10","60.10","Emitiranje radijskog programa"
"l10n_eu_nace.nace_60_2","60.2","Emitiranje televizijskog programa"
"l10n_eu_nace.nace_60_20","60.20","Emitiranje televizijskog programa"
"l10n_eu_nace.nace_61","61","Telekomunikacije"
"l10n_eu_nace.nace_61_1","61.1","Djelatnosti žičane telekomunikacije"
"l10n_eu_nace.nace_61_10","61.10","Djelatnosti žičane telekomunikacije"
"l10n_eu_nace.nace_61_2","61.2","Djelatnosti bežične telekomunikacije"
"l10n_eu_nace.nace_61_20","61.20","Djelatnosti bežične telekomunikacije"
"l10n_eu_nace.nace_61_3","61.3","Djelatnosti satelitske telekomunikacije"
"l10n_eu_nace.nace_61_30","61.30","Djelatnosti satelitske telekomunikacije"
"l10n_eu_nace.nace_61_9","61.9","Ostale telekomunikacijske djelatnosti"
"l10n_eu_nace.nace_61_90","61.90","Ostale telekomunikacijske djelatnosti"
"l10n_eu_nace.nace_62","62","Računalno programiranje, savjetovanje i djelatnosti povezane s njima"
"l10n_eu_nace.nace_62_0","62.0","Računalno programiranje, savjetovanje i djelatnosti povezane s njima"
"l10n_eu_nace.nace_62_01","62.01","Računalno programiranje"
"l10n_eu_nace.nace_62_02","62.02","Savjetovanje u vezi s računalima"
"l10n_eu_nace.nace_62_03","62.03","Upravljanje računalnom opremom i sustavom"
"l10n_eu_nace.nace_62_09","62.09","Ostale uslužne djelatnosti u vezi s informacijskom tehnologijom i računalima"
"l10n_eu_nace.nace_63","63","Informacijske uslužne djelatnosti"
"l10n_eu_nace.nace_63_1","63.1","Obrada podataka, usluge poslužitelja i djelatnosti povezane s njima; internetski portali"
"l10n_eu_nace.nace_63_11","63.11","Obrada podataka, usluge poslužitelja i djelatnosti povezane s njima"
"l10n_eu_nace.nace_63_12","63.12","Internetski portali"
"l10n_eu_nace.nace_63_9","63.9","Ostale informacijske uslužne djelatnosti"
"l10n_eu_nace.nace_63_91","63.91","Djelatnosti novinskih agencija"
"l10n_eu_nace.nace_63_99","63.99","Ostale informacijske uslužne djelatnosti, d. n."
"l10n_eu_nace.nace_K","K","FINANCIJSKE DJELATNOSTI I DJELATNOSTI OSIGURANJA"
"l10n_eu_nace.nace_64","64","Financijske uslužne djelatnosti, osim osiguranja i mirovinskih fondova"
"l10n_eu_nace.nace_64_1","64.1","Novčarsko posredovanje"
"l10n_eu_nace.nace_64_11","64.11","Središnje bankarstvo"
"l10n_eu_nace.nace_64_19","64.19","Ostalo novčarsko posredovanje"
"l10n_eu_nace.nace_64_2","64.2","Djelatnosti holding-društava"
"l10n_eu_nace.nace_64_20","64.20","Djelatnosti holding-društava"
"l10n_eu_nace.nace_64_3","64.3","Uzajamni fondovi (trustovi), ostali fondovi i slični financijski subjekti"
"l10n_eu_nace.nace_64_30","64.30","Uzajamni fondovi (trustovi), fondovi i slični financijski subjekti"
"l10n_eu_nace.nace_64_9","64.9","Ostale financijske uslužne djelatnosti, osim osiguranja i mirovinskih fondova"
"l10n_eu_nace.nace_64_91","64.91","Financijski leasing"
"l10n_eu_nace.nace_64_92","64.92","Ostalo kreditno posredovanje"
"l10n_eu_nace.nace_64_99","64.99","Ostale financijske uslužne djelatnosti, osim osiguranja i mirovinskih fondova, d. n."
"l10n_eu_nace.nace_65","65","Osiguranje, reosiguranje i mirovinski fondovi, osim obveznoga socijalnog osiguranja"
"l10n_eu_nace.nace_65_1","65.1","Osiguranje"
"l10n_eu_nace.nace_65_11","65.11","Životno osiguranje"
"l10n_eu_nace.nace_65_12","65.12","Ostalo osiguranje"
"l10n_eu_nace.nace_65_2","65.2","Reosiguranje"
"l10n_eu_nace.nace_65_20","65.20","Reosiguranje"
"l10n_eu_nace.nace_65_3","65.3","Mirovinski fondovi"
"l10n_eu_nace.nace_65_30","65.30","Mirovinski fondovi"
"l10n_eu_nace.nace_66","66","Pomoćne djelatnosti kod financijskih usluga i djelatnosti osiguranja"
"l10n_eu_nace.nace_66_1","66.1","Pomoćne djelatnosti kod financijskih usluga, osim osiguranja i mirovinskih fondova"
"l10n_eu_nace.nace_66_11","66.11","Poslovanje financijskih tržišta"
"l10n_eu_nace.nace_66_12","66.12","Djelatnosti posredovanja u poslovanju vrijednosnim papirima i robnim ugovorima"
"l10n_eu_nace.nace_66_19","66.19","Ostale pomoćne djelatnosti kod financijskih usluga, osim osiguranja i mirovinskih fondova"
"l10n_eu_nace.nace_66_2","66.2","Pomoćne djelatnosti u osiguranju i mirovinskim fondovima"
"l10n_eu_nace.nace_66_21","66.21","Procjena rizika i štete"
"l10n_eu_nace.nace_66_22","66.22","Djelatnosti agenata i posrednika osiguranja "
"l10n_eu_nace.nace_66_29","66.29","Ostale pomoćne djelatnosti u osiguranju i mirovinskim fondovima"
"l10n_eu_nace.nace_66_3","66.3","Djelatnosti upravljanja fondovima"
"l10n_eu_nace.nace_66_30","66.30","Djelatnosti upravljanja fondovima"
"l10n_eu_nace.nace_L","L","POSLOVANJE NEKRETNINAMA"
"l10n_eu_nace.nace_68","68","Poslovanje nekretninama"
"l10n_eu_nace.nace_68_1","68.1","Kupnja i prodaja vlastitih nekretnina"
"l10n_eu_nace.nace_68_10","68.10","Kupnja i prodaja vlastitih nekretnina"
"l10n_eu_nace.nace_68_2","68.2","Iznajmljivanje i upravljanje vlastitim nekretninama ili nekretninama uzetim u zakup (leasing)"
"l10n_eu_nace.nace_68_20","68.20","Iznajmljivanje i upravljanje vlastitim nekretninama ili nekretninama uzetim u zakup (leasing)"
"l10n_eu_nace.nace_68_3","68.3","Poslovanje nekretninama uz naplatu ili na osnovi ugovora"
"l10n_eu_nace.nace_68_31","68.31","Agencije za poslovanje nekretninama"
"l10n_eu_nace.nace_68_32","68.32","Upravljanje nekretninama uz naplatu ili na osnovi ugovora"
"l10n_eu_nace.nace_M","M","STRUČNE, ZNANSTVENE I TEHNIČKE DJELATNOSTI"
"l10n_eu_nace.nace_69","69","Pravne i računovodstvene djelatnosti"
"l10n_eu_nace.nace_69_1","69.1","Pravne djelatnosti"
"l10n_eu_nace.nace_69_10","69.10","Pravne djelatnosti"
"l10n_eu_nace.nace_69_2","69.2","Računovodstvene, knjigovodstvene i revizijske djelatnosti; porezno savjetovanje"
"l10n_eu_nace.nace_69_20","69.20","Računovodstvene, knjigovodstvene i revizijske djelatnosti; porezno savjetovanje"
"l10n_eu_nace.nace_70","70","Upravljačke djelatnosti; savjetovanje u vezi s upravljanjem"
"l10n_eu_nace.nace_70_1","70.1","Upravljačke djelatnosti"
"l10n_eu_nace.nace_70_10","70.10","Upravljačke djelatnosti"
"l10n_eu_nace.nace_70_2","70.2","Savjetovanje u vezi s upravljanjem"
"l10n_eu_nace.nace_70_21","70.21","Odnosi s javnošću i djelatnosti priopćivanja"
"l10n_eu_nace.nace_70_22","70.22","Savjetovanje u vezi s poslovanjem i ostalim upravljanjem"
"l10n_eu_nace.nace_71","71","Arhitektonske djelatnosti i inženjerstvo; tehničko ispitivanje i analiza"
"l10n_eu_nace.nace_71_1","71.1","Arhitektonske djelatnosti i inženjerstvo te s njima povezano tehničko savjetovanje"
"l10n_eu_nace.nace_71_11","71.11","Arhitektonske djelatnosti"
"l10n_eu_nace.nace_71_12","71.12","Inženjerstvo i s njim povezano tehničko savjetovanje"
"l10n_eu_nace.nace_71_2","71.2","Tehničko ispitivanje i analiza"
"l10n_eu_nace.nace_71_20","71.20","Tehničko ispitivanje i analiza"
"l10n_eu_nace.nace_72","72","Znanstveno istraživanje i razvoj"
"l10n_eu_nace.nace_72_1","72.1","Istraživanje i eksperimentalni razvoj u prirodnim, tehničkim i tehnološkim znanostima"
"l10n_eu_nace.nace_72_11","72.11","Istraživanje i eksperimentalni razvoj u biotehnologiji"
"l10n_eu_nace.nace_72_19","72.19","Ostalo istraživanje i eksperimentalni razvoj u prirodnim, tehničkim i tehnološkim znanostima"
"l10n_eu_nace.nace_72_2","72.2","Istraživanje i eksperimentalni razvoj u društvenim i humanističkim znanostima"
"l10n_eu_nace.nace_72_20","72.20","Istraživanje i eksperimentalni razvoj u društvenim i humanističkim znanostima"
"l10n_eu_nace.nace_73","73","Promidžba (reklama i propaganda) i istraživanje tržišta"
"l10n_eu_nace.nace_73_1","73.1","Promidžba (reklama i propaganda)"
"l10n_eu_nace.nace_73_11","73.11","Agencije za promidžbu (reklamu i propagandu)"
"l10n_eu_nace.nace_73_12","73.12","Oglašavanje preko medija"
"l10n_eu_nace.nace_73_2","73.2","Istraživanje tržišta i ispitivanje javnoga mnijenja"
"l10n_eu_nace.nace_73_20","73.20","Istraživanje tržišta i ispitivanje javnoga mnijenja"
"l10n_eu_nace.nace_74","74","Ostale stručne, znanstvene i tehničke djelatnosti"
"l10n_eu_nace.nace_74_1","74.1","Specijalizirane dizajnerske djelatnosti"
"l10n_eu_nace.nace_74_10","74.10","Specijalizirane dizajnerske djelatnosti"
"l10n_eu_nace.nace_74_2","74.2","Fotografske djelatnosti"
"l10n_eu_nace.nace_74_20","74.20","Fotografske djelatnosti"
"l10n_eu_nace.nace_74_3","74.3","Prevoditeljske djelatnosti i usluge tumača"
"l10n_eu_nace.nace_74_30","74.30","Prevoditeljske djelatnosti i usluge tumača"
"l10n_eu_nace.nace_74_9","74.9","Ostale stručne, znanstvene i tehničke djelatnosti, d. n."
"l10n_eu_nace.nace_74_90","74.90","Ostale stručne, znanstvene i tehničke djelatnosti, d. n."
"l10n_eu_nace.nace_75","75","Veterinarske djelatnosti"
"l10n_eu_nace.nace_75_0","75.0","Veterinarske djelatnosti"
"l10n_eu_nace.nace_75_00","75.00","Veterinarske djelatnosti"
"l10n_eu_nace.nace_N","N","ADMINISTRATIVNE I POMOĆNE USLUŽNE DJELATNOSTI"
"l10n_eu_nace.nace_77","77","Djelatnosti iznajmljivanja i davanja u zakup (leasing)"
"l10n_eu_nace.nace_77_1","77.1","Iznajmljivanje i davanje u zakup (leasing) motornih vozila"
"l10n_eu_nace.nace_77_11","77.11","Iznajmljivanje i davanje u zakup (leasing) automobila i motornih vozila lake kategorije"
"l10n_eu_nace.nace_77_12","77.12","Iznajmljivanje i davanje u zakup (leasing) kamiona "
"l10n_eu_nace.nace_77_2","77.2","Iznajmljivanje i davanje u zakup (leasing) predmeta za osobnu uporabu i kućanstvo"
"l10n_eu_nace.nace_77_21","77.21","Iznajmljivanje i davanje u zakup (leasing) opreme za rekraciju i sport"
"l10n_eu_nace.nace_77_22","77.22","Iznajmljivanje videokaseta i diskova"
"l10n_eu_nace.nace_77_29","77.29","Iznajmljivanje i davanje u zakup (leasing) ostalih predmeta za osobnu uporabu i kućanstvo"
"l10n_eu_nace.nace_77_3","77.3","Iznajmljivanje i davanje u zakup (leasing) ostalih strojeva, opreme te materijalnih dobara"
"l10n_eu_nace.nace_77_31","77.31","Iznajmljivanje i davanje u zakup (leasing) poljoprivrednih strojeva i opreme"
"l10n_eu_nace.nace_77_32","77.32","Iznajmljivanje i davanje u zakup (leasing) strojeva i opreme za građevinarstvo i inženjerstvo"
"l10n_eu_nace.nace_77_33","77.33","Iznajmljivanje i davanje u zakup (leasing) uredskih strojeva i opreme (uključujući računala)"
"l10n_eu_nace.nace_77_34","77.34","Iznajmljivanje i davanje u zakup (leasing) plovnih prijevoznih sredstava"
"l10n_eu_nace.nace_77_35","77.35","Iznajmljivanje i davanje u zakup (leasing) zračnih prijevoznih sredstava"
"l10n_eu_nace.nace_77_39","77.39","Iznajmljivanje i davanje u zakup (leasing) ostalih strojeva, opreme i materijalnih dobara, d. n."
"l10n_eu_nace.nace_77_4","77.4","Davanje u zakup (leasing) prava na uporabu intelektualnog vlasnišva i sličnih proizvoda, osim radova koji su zaštićeni autorskim pravima"
"l10n_eu_nace.nace_77_40","77.40","Davanje u zakup (leasing) prava na uporabu intelektualnog vlasnišva i sličnih proizvoda, osim radova koji su zaštićeni autorskim pravima"
"l10n_eu_nace.nace_78","78","Djelatnosti zapošljavanja"
"l10n_eu_nace.nace_78_1","78.1","Djelatnosti agencija za zapošljavanje"
"l10n_eu_nace.nace_78_10","78.10","Djelatnosti agencija za zapošljavanje"
"l10n_eu_nace.nace_78_2","78.2","Djelatnosti agencija za privremeno zapošljavanje"
"l10n_eu_nace.nace_78_20","78.20","Djelatnosti agencija za privremeno zapošljavanje"
"l10n_eu_nace.nace_78_3","78.3","Ostalo ustupanje ljudskih resursa"
"l10n_eu_nace.nace_78_30","78.30","Ostalo ustupanje ljudskih resursa"
"l10n_eu_nace.nace_79","79","Putničke agencije, organizatori putovanja (turoperatori) i ostale rezervacijske usluge te djelatnosti povezane s njima"
"l10n_eu_nace.nace_79_1","79.1","Djelatnosti putničkih agencija i organizatora putovanja (turoperatora)"
"l10n_eu_nace.nace_79_11","79.11","Djelatnosti putničkih agencija"
"l10n_eu_nace.nace_79_12","79.12","Djelatnosti organizatora putovanja (turoperatora)"
"l10n_eu_nace.nace_79_9","79.9","Ostale rezervacijske usluge i djelatnosti povezane s njima"
"l10n_eu_nace.nace_79_90","79.90","Ostale rezervacijske usluge i djelatnosti povezane s njima"
"l10n_eu_nace.nace_80","80","Zaštitne i istražne djelatnosti"
"l10n_eu_nace.nace_80_1","80.1","Djelatnosti privatne zaštite"
"l10n_eu_nace.nace_80_10","80.10","Djelatnosti privatne zaštite"
"l10n_eu_nace.nace_80_2","80.2","Usluge zaštite uz pomoć sigurnosnih sustava"
"l10n_eu_nace.nace_80_20","80.20","Usluge zaštite uz pomoć sigurnosnih sustava"
"l10n_eu_nace.nace_80_3","80.3","Istražne djelatnosti"
"l10n_eu_nace.nace_80_30","80.30","Istražne djelatnosti"
"l10n_eu_nace.nace_81","81","Usluge u vezi s upravljanjem i održavanjem zgrada te djelatnosti uređenja i održavanja krajolika"
"l10n_eu_nace.nace_81_1","81.1","Upravljanje zgradama"
"l10n_eu_nace.nace_81_10","81.10","Upravljanje zgradama"
"l10n_eu_nace.nace_81_2","81.2","Djelatnosti čišćenja"
"l10n_eu_nace.nace_81_21","81.21","Osnovno čišćenje zgrada"
"l10n_eu_nace.nace_81_22","81.22","Ostale djelatnosti čišćenja zgrada i objekata"
"l10n_eu_nace.nace_81_29","81.29","Ostale djelatnosti čišćenja"
"l10n_eu_nace.nace_81_3","81.3","Uslužne djelatnosti uređenja i održavanja krajolika"
"l10n_eu_nace.nace_81_30","81.30","Uslužne djelatnosti uređenja i održavanja krajolika"
"l10n_eu_nace.nace_82","82","Uredske administrativne i pomoćne djelatnosti te ostale poslovne pomoćne djelatnosti"
"l10n_eu_nace.nace_82_1","82.1","Uredske administrativne i pomoćne djelatnosti"
"l10n_eu_nace.nace_82_11","82.11","Kombinirane uredske administrativne uslužne djelatnosti"
"l10n_eu_nace.nace_82_19","82.19","Fotokopiranje, priprema dokumenata i ostale specijalizirane uredske pomoćne djelatnosti"
"l10n_eu_nace.nace_82_2","82.2","Djelatnosti pozivnih centara"
"l10n_eu_nace.nace_82_20","82.20","Djelatnosti pozivnih centara"
"l10n_eu_nace.nace_82_3","82.3","Organizacija sastanaka i poslovnih sajmova"
"l10n_eu_nace.nace_82_30","82.30","Organizacija sastanaka i poslovnih sajmova"
"l10n_eu_nace.nace_82_9","82.9","Poslovne pomoćne uslužne djelatnosti, d. n."
"l10n_eu_nace.nace_82_91","82.91","Djelatnosti agencija za prikupljanje i naplatu računa te kreditnih ureda"
"l10n_eu_nace.nace_82_92","82.92","Djelatnosti pakiranja"
"l10n_eu_nace.nace_82_99","82.99","Ostale poslovne pomoćne uslužne djelatnosti, d. n."
"l10n_eu_nace.nace_O","O","JAVNA UPRAVA I OBRANA; OBVEZNO SOCIJALNO OSIGURANJE"
"l10n_eu_nace.nace_84","84","Javna uprava i obrana; obvezno socijalno osiguranje"
"l10n_eu_nace.nace_84_1","84.1","Državna uprava te ekonomska i socijalna politika zajednice"
"l10n_eu_nace.nace_84_11","84.11","Opće djelatnosti javne uprave"
"l10n_eu_nace.nace_84_12","84.12","Reguliranje djelatnosti subjekata koji pružaju zdravstvenu zaštitu, usluge u obrazovanju i kulturi i druge društvene usluge, osim obveznoga socijalnog osiguranja"
"l10n_eu_nace.nace_84_13","84.13","Reguliranje i poboljšavanje poslovanja u gospodarstvu"
"l10n_eu_nace.nace_84_2","84.2","Pružanje usluga zajednici kao cjelini"
"l10n_eu_nace.nace_84_21","84.21","Vanjski poslovi"
"l10n_eu_nace.nace_84_22","84.22","Poslovi obrane"
"l10n_eu_nace.nace_84_23","84.23","Sudske i pravosudne djelatnosti"
"l10n_eu_nace.nace_84_24","84.24","Poslovi javnog reda i sigurnosti"
"l10n_eu_nace.nace_84_25","84.25","Djelatnosti vatrogasne službe"
"l10n_eu_nace.nace_84_3","84.3","Djelatnosti obveznoga socijalnog osiguranja"
"l10n_eu_nace.nace_84_30","84.30","Djelatnosti obveznoga socijalnog osiguranja"
"l10n_eu_nace.nace_P","P","OBRAZOVANJE"
"l10n_eu_nace.nace_85","85","Obrazovanje"
"l10n_eu_nace.nace_85_1","85.1","Predškolsko obrazovanje"
"l10n_eu_nace.nace_85_10","85.10","Predškolsko obrazovanje"
"l10n_eu_nace.nace_85_2","85.2","Osnovno obrazovanje"
"l10n_eu_nace.nace_85_20","85.20","Osnovno obrazovanje"
"l10n_eu_nace.nace_85_3","85.3","Srednje obrazovanje"
"l10n_eu_nace.nace_85_31","85.31","Opće srednje obrazovanje"
"l10n_eu_nace.nace_85_32","85.32","Tehničko i strukovno srednje obrazovanje"
"l10n_eu_nace.nace_85_4","85.4","Visoko obrazovanje"
"l10n_eu_nace.nace_85_41","85.41","Obrazovanje nakon srednjeg koje nije visoko"
"l10n_eu_nace.nace_85_42","85.42","Visoko obrazovanje "
"l10n_eu_nace.nace_85_5","85.5","Ostalo obrazovanje i poučavanje"
"l10n_eu_nace.nace_85_51","85.51","Obrazovanje i poučavanje u području sporta i rekreacije"
"l10n_eu_nace.nace_85_52","85.52","Obrazovanje i poučavanje u području kulture"
"l10n_eu_nace.nace_85_53","85.53","Djelatnosti vozačkih škola"
"l10n_eu_nace.nace_85_59","85.59","Ostalo obrazovanje i poučavanje, d. n."
"l10n_eu_nace.nace_85_6","85.6","Pomoćne uslužne djelatnosti u obrazovanju"
"l10n_eu_nace.nace_85_60","85.60","Pomoćne uslužne djelatnosti u obrazovanju"
"l10n_eu_nace.nace_Q","Q","DJELATNOSTI ZDRAVSTVENE ZAŠTITE I SOCIJALNE SKRBI"
"l10n_eu_nace.nace_86","86","Djelatnosti zdravstvene zaštite"
"l10n_eu_nace.nace_86_1","86.1","Djelatnosti bolnica"
"l10n_eu_nace.nace_86_10","86.10","Djelatnosti bolnica"
"l10n_eu_nace.nace_86_2","86.2","Djelatnosti medicinske i stomatološke prakse"
"l10n_eu_nace.nace_86_21","86.21","Djelatnosti opće medicinske prakse"
"l10n_eu_nace.nace_86_22","86.22","Djelatnosti specijalističke medicinske prakse"
"l10n_eu_nace.nace_86_23","86.23","Djelatnosti stomatološke prakse"
"l10n_eu_nace.nace_86_9","86.9","Ostale djelatnosti zdravstvene zaštite"
"l10n_eu_nace.nace_86_90","86.90","Ostale djelatnosti zdravstvene zaštite"
"l10n_eu_nace.nace_87","87","Djelatnosti socijalne skrbi sa smještajem"
"l10n_eu_nace.nace_87_1","87.1","Djelatnosti ustanova za njegu"
"l10n_eu_nace.nace_87_10","87.10","Djelatnosti ustanova za njegu"
"l10n_eu_nace.nace_87_2","87.2","Djelatnosti socijalne skrbi sa smještajem za osobe s teškoćama u razvoju, duševno bolesne i osobe ovisne o alkoholu, drogama ili drugim opojnim sredstvima"
"l10n_eu_nace.nace_87_20","87.20","Djelatnosti socijalne skrbi sa smještajem za osobe s teškoćama u razvoju, duševno bolesne i osobe ovisne o alkoholu, drogama ili drugim opojnim sredstvima"
"l10n_eu_nace.nace_87_3","87.3","Djelatnosti socijalne skrbi sa smještajem za starije osobe i osobe s invaliditetom"
